,tipo_de_ato,numero_do_ato,orgao_unidade,publicacao,ementa
10,Solução de Consulta,7092, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulado em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
11,Solução de Consulta,7091, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131 DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.    "
12,Solução de Consulta,7090, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
13,Solução de Consulta,7089, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
14,Solução de Consulta,7088, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131 DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
15,Solução de Consulta,7087, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131-COSIT, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
16,Solução de Consulta,7086, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
17,Solução de Consulta,7085, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
18,Solução de Consulta,7084, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; Instrução Normativa RFB nº 1.243, de 2012, artigos 1º a 3º.   "
19,Solução de Consulta,7083, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131-COSIT, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
20,Solução de Consulta,7082, Disit/SRRF07 ,16/04/2021," Assunto: Normas de Administração Tributária PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Trata-se de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131-COSIT, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
21,Solução de Consulta,7081, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131-COSIT, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
22,Solução de Consulta,7080, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
23,Solução de Consulta,7079, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
24,Solução de Consulta,7078, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF n° 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo n° 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º;   "
25,Solução de Consulta,7077, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
26,Solução de Consulta,7076, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA Nº 131-COSIT, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
27,Solução de Consulta,7075, Disit/SRRF07 ,16/04/2021," Assunto: Normas Gerais de Direito Tributário PRORROGAÇÃO DE PRAZO PARA CUMPRIMENTO DE OBRIGAÇÕES PRINCIPAIS E ACESSÓRIAS. PORTARIA MF Nº 12, DE 2012, E INSTRUÇÃO NORMATIVA RFB Nº 1.243, DE 2012. SITUAÇÃO DE CALAMIDADE PÚBLICA DE ÂMBITO NACIONAL. INAPLICABILIDADE. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, concedem aos contribuintes localizados em municípios específicos, em estado de calamidade localizado, um prazo maior para honrar com suas obrigações tributárias. Tratase de situação distinta da calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, dada sua abrangência nacional, decorrente de uma pandemia global. A Portaria MF nº 12, de 2012, e a Instrução Normativa RFB nº 1.243, de 2012, não se aplicam à situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, seja do ponto de vista fático (dado que foi formulada em razão de desastres naturais localizados em determinados municípios - não se confundindo com uma pandemia global), seja do ponto de vista normativo (não se confunde uma calamidade municipal reconhecida por decreto estadual com uma calamidade de âmbito nacional reconhecida por decreto legislativo). SOLUÇÃO DE CONSULTA VINCULADA À SOLUÇÃO DE CONSULTA COSIT Nº 131, DE 8 DE OUTUBRO DE 2020. Dispositivos Legais: Decreto Legislativo nº 6, de 2020, artigo 1º; Portaria MF nº 12, de 2012, artigos 1º a 3º; IN RFB nº 1.243, de 2012, artigos 1º a 3º.   "
